Record id,Receipt number,Healthcare number,Assigned date,Discharged date,Treatment note
825190,194814410,11325948,01/01/2014,12/31/2014,Availabe on file
727639,52494952,94874043,01/01/2014,12/31/2014,Availabe on file
166294,374030093,96324176,01/01/2014,12/31/2014,Availabe on file
584259,44813591,3912861,01/01/2014,12/31/2014,Availabe on file
353590,515875119,57578086,01/01/2014,12/31/2014,Availabe on file
816788,377418675,39482887,01/01/2014,12/31/2014,Availabe on file
325824,125661082,55001191,01/01/2014,12/31/2014,Availabe on file
687873,400307506,74746948,01/01/2014,12/31/2014,Availabe on file
274734,46418458,27168755,01/01/2014,12/31/2014,Availabe on file
932050,546154991,27789230,01/01/2014,12/31/2014,Availabe on file
118988,345745701,54561558,01/01/2014,12/31/2014,Availabe on file
674616,549935604,81506350,01/01/2014,12/31/2014,Availabe on file
719874,166182029,40053853,01/01/2014,12/31/2014,Availabe on file
306950,198622895,72429225,01/01/2014,12/31/2014,Availabe on file
473685,189266633,50014122,01/01/2014,12/31/2014,Availabe on file
484952,65129580,71246083,01/01/2014,12/31/2014,Availabe on file
877635,32801138,95939781,01/01/2014,12/31/2014,Availabe on file
375837,24181787,91202471,01/01/2014,12/31/2014,Availabe on file
688633,95507846,83295350,01/01/2014,12/31/2014,Availabe on file
75880,8522771,49660318,01/01/2014,12/31/2014,Availabe on file
975374,550231756,36499501,01/01/2014,12/31/2014,Availabe on file
789857,331117055,56717551,01/01/2014,12/31/2014,Availabe on file
821257,503172656,77184400,01/01/2014,12/31/2014,Availabe on file
885966,95666168,76244052,01/01/2014,12/31/2014,Availabe on file
483565,117400146,72233805,01/01/2014,12/31/2014,Availabe on file
233586,104972848,27240695,01/01/2014,12/31/2014,Availabe on file
228974,143147713,26374039,01/01/2014,12/31/2014,Availabe on file
780110,214074774,53111098,01/01/2014,12/31/2014,Availabe on file
667166,69098529,30818122,01/01/2014,12/31/2014,Availabe on file
610708,417685157,50641828,01/01/2014,12/31/2014,Availabe on file
140073,40811058,25419268,01/01/2014,12/31/2014,Availabe on file
11857,424668403,66663331,01/01/2014,12/31/2014,Availabe on file
416166,147678167,84679076,01/01/2014,12/31/2014,Availabe on file
226059,73113067,81052699,01/01/2014,12/31/2014,Availabe on file
292614,586691944,62339893,01/01/2014,12/31/2014,Availabe on file
903746,65745725,87916894,01/01/2014,12/31/2014,Availabe on file
813713,373776987,29570935,01/01/2014,12/31/2014,Availabe on file
795834,484065034,85095763,01/01/2014,12/31/2014,Availabe on file
38575,319428953,40779726,01/01/2014,12/31/2014,Availabe on file
600132,475477695,79812721,01/01/2014,12/31/2014,Availabe on file
446156,404125974,41968460,01/01/2014,12/31/2014,Availabe on file
750871,144767835,94201617,01/01/2014,12/31/2014,Availabe on file
615321,103230045,95370693,01/01/2014,12/31/2014,Availabe on file
767664,334232545,32910156,01/01/2014,12/31/2014,Availabe on file
339801,130831569,91351257,01/01/2014,12/31/2014,Availabe on file
525269,63594369,79523882,01/01/2014,12/31/2014,Availabe on file
301612,69806791,49049358,01/01/2014,12/31/2014,Availabe on file
135434,112109101,84661399,01/01/2014,12/31/2014,Availabe on file
787943,20661262,54749403,01/01/2014,12/31/2014,Availabe on file
665395,386566811,70444297,01/01/2014,12/31/2014,Availabe on file
823912,481874643,87548428,01/01/2014,12/31/2014,Availabe on file
218278,520476829,98376475,01/01/2014,12/31/2014,Availabe on file
399578,414658165,70968584,01/01/2014,12/31/2014,Availabe on file
627906,557352118,63108231,01/01/2014,12/31/2014,Availabe on file
318641,335277938,10979670,01/01/2014,12/31/2014,Availabe on file
479440,195643617,17789360,01/01/2014,12/31/2014,Availabe on file
642036,252240668,62227522,01/01/2014,12/31/2014,Availabe on file
361653,171427321,3969937,01/01/2014,12/31/2014,Availabe on file
671654,87850436,36626117,01/01/2014,12/31/2014,Availabe on file
783500,454798990,78444518,01/01/2014,12/31/2014,Availabe on file
548038,372368206,79126088,01/01/2014,12/31/2014,Availabe on file
145822,261116898,49841958,01/01/2014,12/31/2014,Availabe on file
456051,3815917,9877273,01/01/2014,12/31/2014,Availabe on file
286798,30279303,57589170,01/01/2014,12/31/2014,Availabe on file
513997,482082660,39679458,01/01/2014,12/31/2014,Availabe on file
339947,435022511,65926600,01/01/2014,12/31/2014,Availabe on file
966523,582565595,97805820,01/01/2014,12/31/2014,Availabe on file
891824,235150206,11650008,01/01/2014,12/31/2014,Availabe on file
250564,280262713,37479255,01/01/2014,12/31/2014,Availabe on file
7392,409915475,93463180,01/01/2014,12/31/2014,Availabe on file
984908,475590058,98384486,01/01/2014,12/31/2014,Availabe on file
74670,155004540,94222238,01/01/2014,12/31/2014,Availabe on file
696393,266479863,32975922,01/01/2014,12/31/2014,Availabe on file
449390,435101088,13102549,01/01/2014,12/31/2014,Availabe on file
326335,141999147,90779780,01/01/2014,12/31/2014,Availabe on file
799481,332982069,63771574,01/01/2014,12/31/2014,Availabe on file
507656,196160244,18980791,01/01/2014,12/31/2014,Availabe on file
69035,192849286,23765770,01/01/2014,12/31/2014,Availabe on file
316027,316000396,66012355,01/01/2014,12/31/2014,Availabe on file
83895,267230973,99242368,01/01/2014,12/31/2014,Availabe on file
608161,556454731,79753968,01/01/2014,12/31/2014,Availabe on file
602274,8311566,16890955,01/01/2014,12/31/2014,Availabe on file
296674,379652636,65849397,01/01/2014,12/31/2014,Availabe on file
852767,160687573,63021039,01/01/2014,12/31/2014,Availabe on file
979940,388401805,2693710,01/01/2014,12/31/2014,Availabe on file
735337,77849984,33115997,01/01/2014,12/31/2014,Availabe on file
873956,450411388,22538950,01/01/2014,12/31/2014,Availabe on file
661384,64202320,90444874,01/01/2014,12/31/2014,Availabe on file
90506,208508028,47987010,01/01/2014,12/31/2014,Availabe on file
633217,501498827,31944898,01/01/2014,12/31/2014,Availabe on file
950739,328030379,23930466,01/01/2014,12/31/2014,Availabe on file
266635,301684872,5449735,01/01/2014,12/31/2014,Availabe on file
39007,576467487,51038230,01/01/2014,12/31/2014,Availabe on file
238210,478256722,6842746,01/01/2014,12/31/2014,Availabe on file
148362,493635375,74190652,01/01/2014,12/31/2014,Availabe on file
741723,533800974,86959246,01/01/2014,12/31/2014,Availabe on file
259309,50279121,38176878,01/01/2014,12/31/2014,Availabe on file
206459,542077822,16432754,01/01/2014,12/31/2014,Availabe on file
172566,349931964,88739397,01/01/2014,12/31/2014,Availabe on file
442359,256606531,34860035,01/01/2014,12/31/2014,Availabe on file
543536,80707785,75931111,01/01/2014,12/31/2014,Availabe on file
796424,544314851,55064059,01/01/2014,12/31/2014,Availabe on file
477742,507094362,67885797,01/01/2014,12/31/2014,Availabe on file
41749,341986550,34447299,01/01/2014,12/31/2014,Availabe on file
898646,422471641,31145547,01/01/2014,12/31/2014,Availabe on file
975220,530070361,9838764,01/01/2014,12/31/2014,Availabe on file
410095,200257531,64439553,01/01/2014,12/31/2014,Availabe on file
70336,46819655,27741392,01/01/2014,12/31/2014,Availabe on file
518257,564514218,83767489,01/01/2014,12/31/2014,Availabe on file
699391,579288823,60430564,01/01/2014,12/31/2014,Availabe on file
561275,434710917,52237323,01/01/2014,12/31/2014,Availabe on file
949587,172643332,86412088,01/01/2014,12/31/2014,Availabe on file
681584,166173771,80130364,01/01/2014,12/31/2014,Availabe on file
25515,187698154,49772255,01/01/2014,12/31/2014,Availabe on file
792835,28694344,36853643,01/01/2014,12/31/2014,Availabe on file
531363,201064869,46381749,01/01/2014,12/31/2014,Availabe on file
853135,72533623,23919248,01/01/2014,12/31/2014,Availabe on file
430044,498311036,17169651,01/01/2014,12/31/2014,Availabe on file
232077,12391342,96189908,01/01/2014,12/31/2014,Availabe on file
271649,391214154,96280576,01/01/2014,12/31/2014,Availabe on file
81754,532776382,15144685,01/01/2014,12/31/2014,Availabe on file
553362,244709215,82171289,01/01/2014,12/31/2014,Availabe on file
600520,15655869,75398959,01/01/2014,12/31/2014,Availabe on file
503096,390552850,54699142,01/01/2014,12/31/2014,Availabe on file
916143,517025818,26918685,01/01/2014,12/31/2014,Availabe on file
606490,474959609,76641252,01/01/2014,12/31/2014,Availabe on file
968719,271867915,27938545,01/01/2014,12/31/2014,Availabe on file
341298,410468933,96449989,01/01/2014,12/31/2014,Availabe on file
808820,326822473,1017174,01/01/2014,12/31/2014,Availabe on file
389292,566340373,43231010,01/01/2014,12/31/2014,Availabe on file
152094,187771135,13904310,01/01/2014,12/31/2014,Availabe on file
203042,109008771,91897772,01/01/2014,12/31/2014,Availabe on file
464315,78907952,17287495,01/01/2014,12/31/2014,Availabe on file
277291,193935337,49468336,01/01/2014,12/31/2014,Availabe on file
944404,350782627,12436731,01/01/2014,12/31/2014,Availabe on file
974473,102118760,11761478,01/01/2014,12/31/2014,Availabe on file
506880,472713675,53638807,01/01/2014,12/31/2014,Availabe on file
384149,426061701,88181409,01/01/2014,12/31/2014,Availabe on file
400680,132735515,84260735,01/01/2014,12/31/2014,Availabe on file
193915,326574957,52419597,01/01/2014,12/31/2014,Availabe on file
994305,255843213,89610544,01/01/2014,12/31/2014,Availabe on file
472239,434614906,23921586,01/01/2014,12/31/2014,Availabe on file
88188,83024690,23380307,01/01/2014,12/31/2014,Availabe on file
929044,178631255,27019322,01/01/2014,12/31/2014,Availabe on file
654214,362049990,90333676,01/01/2014,12/31/2014,Availabe on file
795174,562351003,88085586,01/01/2014,12/31/2014,Availabe on file
910986,53605756,82197762,01/01/2014,12/31/2014,Availabe on file
602226,368391205,7195557,01/01/2014,12/31/2014,Availabe on file
193781,576344299,92748550,01/01/2014,12/31/2014,Availabe on file
856801,172240371,65904298,01/01/2014,12/31/2014,Availabe on file
530309,269955732,14833707,01/01/2014,12/31/2014,Availabe on file
593332,325519778,82271443,01/01/2014,12/31/2014,Availabe on file
396622,232472962,29201719,01/01/2014,12/31/2014,Availabe on file
911719,556715336,29850594,01/01/2014,12/31/2014,Availabe on file
824530,363107602,71045001,01/01/2014,12/31/2014,Availabe on file
846227,71330544,36474112,01/01/2014,12/31/2014,Availabe on file
14235,274223532,98913697,01/01/2014,12/31/2014,Availabe on file
652377,277269652,349550,01/01/2014,12/31/2014,Availabe on file
829106,386401575,74408121,01/01/2014,12/31/2014,Availabe on file
609722,523559690,6604915,01/01/2014,12/31/2014,Availabe on file
753108,550864790,53667062,01/01/2014,12/31/2014,Availabe on file
876570,569638207,39124872,01/01/2014,12/31/2014,Availabe on file
959071,524689857,57900979,01/01/2014,12/31/2014,Availabe on file
463209,292467341,23093295,01/01/2014,12/31/2014,Availabe on file
37607,280615773,2819830,01/01/2014,12/31/2014,Availabe on file
362228,517325857,18883854,01/01/2014,12/31/2014,Availabe on file
531167,340904291,14665997,01/01/2014,12/31/2014,Availabe on file
645549,575867224,46344498,01/01/2014,12/31/2014,Availabe on file
806388,552587343,20705183,01/01/2014,12/31/2014,Availabe on file
46407,101813299,78837008,01/01/2014,12/31/2014,Availabe on file
256320,357355187,61035331,01/01/2014,12/31/2014,Availabe on file
828553,544803244,29163898,01/01/2014,12/31/2014,Availabe on file
209987,426525055,29002197,01/01/2014,12/31/2014,Availabe on file
261581,522041785,40089475,01/01/2014,12/31/2014,Availabe on file
372734,173582714,70819774,01/01/2014,12/31/2014,Availabe on file
675834,330050506,71944614,01/01/2014,12/31/2014,Availabe on file
807115,182835680,31353844,01/01/2014,12/31/2014,Availabe on file
537432,329762264,13545346,01/01/2014,12/31/2014,Availabe on file
86171,469655158,57961747,01/01/2014,12/31/2014,Availabe on file
969751,249978749,58161564,01/01/2014,12/31/2014,Availabe on file
778021,294476205,77762410,01/01/2014,12/31/2014,Availabe on file
418615,240205211,48590712,01/01/2014,12/31/2014,Availabe on file
872888,523499922,10591792,01/01/2014,12/31/2014,Availabe on file
159999,409231534,10830576,01/01/2014,12/31/2014,Availabe on file
611188,360644330,51428468,01/01/2014,12/31/2014,Availabe on file
359719,109276871,80387961,01/01/2014,12/31/2014,Availabe on file
606406,448295215,13239914,01/01/2014,12/31/2014,Availabe on file
229454,223916388,68343383,01/01/2014,12/31/2014,Availabe on file
922297,253369042,79277058,01/01/2014,12/31/2014,Availabe on file
572945,520806612,12357969,01/01/2014,12/31/2014,Availabe on file
795403,74925851,23690139,01/01/2014,12/31/2014,Availabe on file
915431,255292003,20975559,01/01/2014,12/31/2014,Availabe on file
26999,287556248,36315946,01/01/2014,12/31/2014,Availabe on file
512430,494261765,19024883,01/01/2014,12/31/2014,Availabe on file
941595,538159403,75862450,01/01/2014,12/31/2014,Availabe on file
201206,300568529,81317844,01/01/2014,12/31/2014,Availabe on file
40173,60048958,3335793,01/01/2014,12/31/2014,Availabe on file
769874,245234338,9520797,01/01/2014,12/31/2014,Availabe on file
649053,56960338,50350034,01/01/2014,12/31/2014,Availabe on file
618142,493015175,8948277,01/01/2014,12/31/2014,Availabe on file
996961,251708915,44333401,01/01/2014,12/31/2014,Availabe on file
94193,158630878,53580972,01/01/2014,12/31/2014,Availabe on file
243183,352417733,38615722,01/01/2014,12/31/2014,Availabe on file
565369,587448539,40369443,01/01/2014,12/31/2014,Availabe on file
962836,111412591,15216744,01/01/2014,12/31/2014,Availabe on file
520086,383113793,71065351,01/01/2014,12/31/2014,Availabe on file
11831,543062366,26515716,01/01/2014,12/31/2014,Availabe on file
760133,174699066,78817207,01/01/2014,12/31/2014,Availabe on file
17513,359189421,72319004,01/01/2014,12/31/2014,Availabe on file
782536,566650812,29072047,01/01/2014,12/31/2014,Availabe on file
453860,451500738,36415897,01/01/2014,12/31/2014,Availabe on file
443900,414222029,49406433,01/01/2014,12/31/2014,Availabe on file
661087,337089116,37745259,01/01/2014,12/31/2014,Availabe on file
851969,176848772,50979710,01/01/2014,12/31/2014,Availabe on file
129575,10592781,11429939,01/01/2014,12/31/2014,Availabe on file
436013,358503510,22330215,01/01/2014,12/31/2014,Availabe on file
507742,184857719,68094216,01/01/2014,12/31/2014,Availabe on file
977581,170694851,10198924,01/01/2014,12/31/2014,Availabe on file
839161,247920124,53735666,01/01/2014,12/31/2014,Availabe on file
601756,270738015,25141331,01/01/2014,12/31/2014,Availabe on file
782265,581306781,14665696,01/01/2014,12/31/2014,Availabe on file
318342,172861379,87123687,01/01/2014,12/31/2014,Availabe on file
621334,135705801,71960312,01/01/2014,12/31/2014,Availabe on file
876104,302883090,74643842,01/01/2014,12/31/2014,Availabe on file
834046,413969002,30085904,01/01/2014,12/31/2014,Availabe on file
441227,395999616,10416632,01/01/2014,12/31/2014,Availabe on file
771462,501232417,73903632,01/01/2014,12/31/2014,Availabe on file
680536,155071829,31765081,01/01/2014,12/31/2014,Availabe on file
201852,531939368,66345765,01/01/2014,12/31/2014,Availabe on file
703184,431095648,83660059,01/01/2014,12/31/2014,Availabe on file
480574,571552610,50047746,01/01/2014,12/31/2014,Availabe on file
21097,394735056,15841589,01/01/2014,12/31/2014,Availabe on file
67989,87515756,90437928,01/01/2014,12/31/2014,Availabe on file
803473,277195301,40583163,01/01/2014,12/31/2014,Availabe on file
626676,237331911,79528806,01/01/2014,12/31/2014,Availabe on file
428912,500534886,84529226,01/01/2014,12/31/2014,Availabe on file
408731,344557205,21482052,01/01/2014,12/31/2014,Availabe on file
676715,503234004,89548549,01/01/2014,12/31/2014,Availabe on file
124571,344571590,68209008,01/01/2014,12/31/2014,Availabe on file
942171,19630461,12272585,01/01/2014,12/31/2014,Availabe on file
22689,571225160,59070199,01/01/2014,12/31/2014,Availabe on file
917600,81035872,634747,01/01/2014,12/31/2014,Availabe on file
913109,176859778,59753244,01/01/2014,12/31/2014,Availabe on file
815677,250554872,54693673,01/01/2014,12/31/2014,Availabe on file
373092,580213158,56699443,01/01/2014,12/31/2014,Availabe on file
239701,218983469,86169649,01/01/2014,12/31/2014,Availabe on file
616054,35133831,54184364,01/01/2014,12/31/2014,Availabe on file
53338,230555949,34344793,01/01/2014,12/31/2014,Availabe on file
39427,149732600,30005157,01/01/2014,12/31/2014,Availabe on file
101429,478639824,90151281,01/01/2014,12/31/2014,Availabe on file
816323,536943301,58630135,01/01/2014,12/31/2014,Availabe on file
724956,37341479,88624582,01/01/2014,12/31/2014,Availabe on file
781370,319834094,86224440,01/01/2014,12/31/2014,Availabe on file
790923,55524865,10058963,01/01/2014,12/31/2014,Availabe on file
914450,394280304,42111747,01/01/2014,12/31/2014,Availabe on file
13668,577686583,23756866,01/01/2014,12/31/2014,Availabe on file
371611,413917748,57164573,01/01/2014,12/31/2014,Availabe on file
478333,445136156,32370816,01/01/2014,12/31/2014,Availabe on file
358681,6502706,24738178,01/01/2014,12/31/2014,Availabe on file
212267,380836195,3543614,01/01/2014,12/31/2014,Availabe on file
423594,319926178,59734346,01/01/2014,12/31/2014,Availabe on file
69933,513936336,43847648,01/01/2014,12/31/2014,Availabe on file
650246,333056062,21769123,01/01/2014,12/31/2014,Availabe on file
604539,26207343,53275084,01/01/2014,12/31/2014,Availabe on file
547261,334178015,68020321,01/01/2014,12/31/2014,Availabe on file
458819,34337621,77439705,01/01/2014,12/31/2014,Availabe on file
834658,242601777,81287678,01/01/2014,12/31/2014,Availabe on file
137986,580425489,53986403,01/01/2014,12/31/2014,Availabe on file
989941,186614055,6012519,01/01/2014,12/31/2014,Availabe on file
412837,576668279,65571792,01/01/2014,12/31/2014,Availabe on file
836833,66832781,66763731,01/01/2014,12/31/2014,Availabe on file
110743,241442038,38052090,01/01/2014,12/31/2014,Availabe on file
455686,38475072,44931008,01/01/2014,12/31/2014,Availabe on file
600165,535203022,67707325,01/01/2014,12/31/2014,Availabe on file
298737,216076236,87325774,01/01/2014,12/31/2014,Availabe on file
308960,278495378,11683171,01/01/2014,12/31/2014,Availabe on file
779920,126476505,37019840,01/01/2014,12/31/2014,Availabe on file
832911,175558741,89452127,01/01/2014,12/31/2014,Availabe on file
446744,330700785,84215928,01/01/2014,12/31/2014,Availabe on file
595826,166798583,22139481,01/01/2014,12/31/2014,Availabe on file
821761,79687605,68195585,01/01/2014,12/31/2014,Availabe on file
56443,118653122,31671583,01/01/2014,12/31/2014,Availabe on file
911338,467141809,44699190,01/01/2014,12/31/2014,Availabe on file
458665,332721212,25546125,01/01/2014,12/31/2014,Availabe on file
512565,420369572,83560813,01/01/2014,12/31/2014,Availabe on file
187155,5488695,74199464,01/01/2014,12/31/2014,Availabe on file
267414,11400664,86306231,01/01/2014,12/31/2014,Availabe on file
167918,561939771,98510977,01/01/2014,12/31/2014,Availabe on file
810257,370142339,95118386,01/01/2014,12/31/2014,Availabe on file
327385,306858444,56000050,01/01/2014,12/31/2014,Availabe on file
28380,50183785,83575725,01/01/2014,12/31/2014,Availabe on file
15705,336596133,39042420,01/01/2014,12/31/2014,Availabe on file
856573,86914339,23116001,01/01/2014,12/31/2014,Availabe on file
23308,52697355,60434639,01/01/2014,12/31/2014,Availabe on file
106377,392982979,32036014,01/01/2014,12/31/2014,Availabe on file
911051,393597654,55469546,01/01/2014,12/31/2014,Availabe on file
104423,383894702,92950784,01/01/2014,12/31/2014,Availabe on file
236091,90753982,76301127,01/01/2014,12/31/2014,Availabe on file
450132,477650091,1947180,01/01/2014,12/31/2014,Availabe on file
858112,579528035,81601811,01/01/2014,12/31/2014,Availabe on file
561377,437164857,30502369,01/01/2014,12/31/2014,Availabe on file
967558,98898573,58018270,01/01/2014,12/31/2014,Availabe on file
321760,45820652,97253832,01/01/2014,12/31/2014,Availabe on file
721087,516778131,87979426,01/01/2014,12/31/2014,Availabe on file
839739,256222651,23808527,01/01/2014,12/31/2014,Availabe on file
514239,51360234,78813924,01/01/2014,12/31/2014,Availabe on file
641892,276601761,3341765,01/01/2014,12/31/2014,Availabe on file
127185,585971692,87785411,01/01/2014,12/31/2014,Availabe on file
308595,321232637,451817,01/01/2014,12/31/2014,Availabe on file
314928,155383544,29818252,01/01/2014,12/31/2014,Availabe on file
542442,56660888,81061497,01/01/2014,12/31/2014,Availabe on file
535758,444695897,80260243,01/01/2014,12/31/2014,Availabe on file
787608,211923817,5925344,01/01/2014,12/31/2014,Availabe on file
686036,323317983,18415154,01/01/2014,12/31/2014,Availabe on file
460892,276877703,86195807,01/01/2014,12/31/2014,Availabe on file
782111,67787026,91507471,01/01/2014,12/31/2014,Availabe on file
750675,395178932,88174354,01/01/2014,12/31/2014,Availabe on file
377453,393120357,1310994,01/01/2014,12/31/2014,Availabe on file
501954,213056499,37735804,01/01/2014,12/31/2014,Availabe on file
168473,358900865,52970662,01/01/2014,12/31/2014,Availabe on file
387947,21270860,5138483,01/01/2014,12/31/2014,Availabe on file
945082,105930660,87636367,01/01/2014,12/31/2014,Availabe on file
272543,62744087,47145122,01/01/2014,12/31/2014,Availabe on file
30358,209206595,91791664,01/01/2014,12/31/2014,Availabe on file
306140,531086247,93935469,01/01/2014,12/31/2014,Availabe on file
977867,174714404,99880056,01/01/2014,12/31/2014,Availabe on file
782701,579510106,57213251,01/01/2014,12/31/2014,Availabe on file
178894,21292553,74838949,01/01/2014,12/31/2014,Availabe on file
218180,71672330,77168743,01/01/2014,12/31/2014,Availabe on file
868865,165522443,93336298,01/01/2014,12/31/2014,Availabe on file
374069,353316367,35898556,01/01/2014,12/31/2014,Availabe on file
785927,272524418,58891436,01/01/2014,12/31/2014,Availabe on file
428041,314301777,82921481,01/01/2014,12/31/2014,Availabe on file
288713,81334985,26291729,01/01/2014,12/31/2014,Availabe on file
449310,33862331,42255276,01/01/2014,12/31/2014,Availabe on file
252110,435539622,55365682,01/01/2014,12/31/2014,Availabe on file
780040,568510912,94473622,01/01/2014,12/31/2014,Availabe on file
799397,373210759,50017694,01/01/2014,12/31/2014,Availabe on file
469051,392974502,99967498,01/01/2014,12/31/2014,Availabe on file
359177,39039162,1218755,01/01/2014,12/31/2014,Availabe on file
926948,197290467,87074366,01/01/2014,12/31/2014,Availabe on file
745769,351351418,58147830,01/01/2014,12/31/2014,Availabe on file
951105,447815352,62831801,01/01/2014,12/31/2014,Availabe on file
671477,297378959,4526306,01/01/2014,12/31/2014,Availabe on file
107272,418884582,67901440,01/01/2014,12/31/2014,Availabe on file
636826,517108220,60136813,01/01/2014,12/31/2014,Availabe on file
918280,162687552,29960837,01/01/2014,12/31/2014,Availabe on file
234433,7816706,50824421,01/01/2014,12/31/2014,Availabe on file
63462,491513483,79000362,01/01/2014,12/31/2014,Availabe on file
11341,518707931,71996984,01/01/2014,12/31/2014,Availabe on file
529022,550732812,5761210,01/01/2014,12/31/2014,Availabe on file
685018,244796840,34103639,01/01/2014,12/31/2014,Availabe on file
221401,344616152,35921449,01/01/2014,12/31/2014,Availabe on file
454525,442605149,25282967,01/01/2014,12/31/2014,Availabe on file
675934,156086575,17656045,01/01/2014,12/31/2014,Availabe on file
270598,473508067,32049894,01/01/2014,12/31/2014,Availabe on file
263308,137419331,29443931,01/01/2014,12/31/2014,Availabe on file
796476,115435068,4746941,01/01/2014,12/31/2014,Availabe on file
168352,96452937,28963139,01/01/2014,12/31/2014,Availabe on file
829904,430108084,80134015,01/01/2014,12/31/2014,Availabe on file
758019,318086161,90665302,01/01/2014,12/31/2014,Availabe on file
987993,44176791,75626807,01/01/2014,12/31/2014,Availabe on file
306410,266246069,77564659,01/01/2014,12/31/2014,Availabe on file
611506,117052202,36612535,01/01/2014,12/31/2014,Availabe on file
492488,283324331,70792248,01/01/2014,12/31/2014,Availabe on file
477300,482207417,51642362,01/01/2014,12/31/2014,Availabe on file
749099,97307165,52551964,01/01/2014,12/31/2014,Availabe on file
379604,482253910,17376189,01/01/2014,12/31/2014,Availabe on file
243718,297001942,45079641,01/01/2014,12/31/2014,Availabe on file
788598,323519208,85717216,01/01/2014,12/31/2014,Availabe on file
237948,287165926,10800654,01/01/2014,12/31/2014,Availabe on file
137682,370996712,91557687,01/01/2014,12/31/2014,Availabe on file
999454,352929232,46355937,01/01/2014,12/31/2014,Availabe on file
360026,405144515,70173713,01/01/2014,12/31/2014,Availabe on file
509812,232402062,47201725,01/01/2014,12/31/2014,Availabe on file
743332,392269264,93774807,01/01/2014,12/31/2014,Availabe on file
863636,63620724,9602325,01/01/2014,12/31/2014,Availabe on file
343639,293586834,74390577,01/01/2014,12/31/2014,Availabe on file
918903,67611945,14532261,01/01/2014,12/31/2014,Availabe on file
344595,200497644,41660413,01/01/2014,12/31/2014,Availabe on file
126406,437023790,67525879,01/01/2014,12/31/2014,Availabe on file
122831,169491694,33030854,01/01/2014,12/31/2014,Availabe on file
94145,494898062,28292709,01/01/2014,12/31/2014,Availabe on file
509648,228708307,5892287,01/01/2014,12/31/2014,Availabe on file
825613,365954857,18789994,01/01/2014,12/31/2014,Availabe on file
965926,61385131,60245743,01/01/2014,12/31/2014,Availabe on file
356314,510876708,87084882,01/01/2014,12/31/2014,Availabe on file
189180,152397243,35231861,01/01/2014,12/31/2014,Availabe on file
778594,274174507,37597466,01/01/2014,12/31/2014,Availabe on file
164478,272063504,56276763,01/01/2014,12/31/2014,Availabe on file
584325,124591887,13636566,01/01/2014,12/31/2014,Availabe on file
381700,428028482,25696293,01/01/2014,12/31/2014,Availabe on file
47767,325874569,62486293,01/01/2014,12/31/2014,Availabe on file
407277,315381246,71489453,01/01/2014,12/31/2014,Availabe on file
919686,44611028,69538378,01/01/2014,12/31/2014,Availabe on file
982124,484597552,92781531,01/01/2014,12/31/2014,Availabe on file
658735,70511431,95322837,01/01/2014,12/31/2014,Availabe on file
226623,117366863,72470740,01/01/2014,12/31/2014,Availabe on file
760050,537825795,46782203,01/01/2014,12/31/2014,Availabe on file
86488,81896588,59407466,01/01/2014,12/31/2014,Availabe on file
36334,175883862,62131851,01/01/2014,12/31/2014,Availabe on file
427696,553124234,34654724,01/01/2014,12/31/2014,Availabe on file
848022,445236244,82076895,01/01/2014,12/31/2014,Availabe on file
250253,153545706,26967935,01/01/2014,12/31/2014,Availabe on file
910513,349397189,60613802,01/01/2014,12/31/2014,Availabe on file
270096,436578544,40235008,01/01/2014,12/31/2014,Availabe on file
503554,57241078,7630183,01/01/2014,12/31/2014,Availabe on file
923752,458744568,80523965,01/01/2014,12/31/2014,Availabe on file
67464,545563228,58871621,01/01/2014,12/31/2014,Availabe on file
272285,335838626,86308404,01/01/2014,12/31/2014,Availabe on file
24210,261466949,15755335,01/01/2014,12/31/2014,Availabe on file
85311,329125107,3957584,01/01/2014,12/31/2014,Availabe on file
109262,26349398,60379921,01/01/2014,12/31/2014,Availabe on file
360816,290037615,43732149,01/01/2014,12/31/2014,Availabe on file
402034,501189602,73130100,01/01/2014,12/31/2014,Availabe on file
767302,556180286,31242900,01/01/2014,12/31/2014,Availabe on file
963568,284670744,85967234,01/01/2014,12/31/2014,Availabe on file
3512,20238598,64374131,01/01/2014,12/31/2014,Availabe on file
551520,147587711,86403219,01/01/2014,12/31/2014,Availabe on file
583055,491298034,41277385,01/01/2014,12/31/2014,Availabe on file
306403,416338272,79208356,01/01/2014,12/31/2014,Availabe on file
427113,243099600,36788908,01/01/2014,12/31/2014,Availabe on file
570322,54857187,25082544,01/01/2014,12/31/2014,Availabe on file
916517,556380954,76476295,01/01/2014,12/31/2014,Availabe on file
63156,118720698,4714590,01/01/2014,12/31/2014,Availabe on file
862561,294584169,51685637,01/01/2014,12/31/2014,Availabe on file
509462,356142807,57302212,01/01/2014,12/31/2014,Availabe on file
575713,400425344,58181321,01/01/2014,12/31/2014,Availabe on file
526186,254712824,69796368,01/01/2014,12/31/2014,Availabe on file
204410,77013206,48831698,01/01/2014,12/31/2014,Availabe on file
340485,266409622,9383614,01/01/2014,12/31/2014,Availabe on file
121849,467088608,27606950,01/01/2014,12/31/2014,Availabe on file
677560,536502225,33389811,01/01/2014,12/31/2014,Availabe on file
461931,535266674,87177040,01/01/2014,12/31/2014,Availabe on file
721769,106048010,62230159,01/01/2014,12/31/2014,Availabe on file
33217,292874001,16784217,01/01/2014,12/31/2014,Availabe on file
